config_id,segment_start,layer_offset,panel_builder,panel_id,M,K,N,array_height,array_width,dataflow,scalesim_cycles,scalesim_utilization,execution_count,dense_baseline_cycles,shape_cache_hit,scalesim_run_success,error_message
cora_gcnii16,4,0,P3_COST_AWARE,1,128,8,64,32,32,ws,961.0,14.446952595936796,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,121,8,64,32,32,ws,933.0,14.102564102564102,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,122,8,64,32,32,ws,937.0,14.153132250580049,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,4,98,8,64,32,32,ws,841.0,12.79373368146214,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,6,128,8,64,32,32,ws,961.0,14.446952595936796,12,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,120,8,64,32,32,ws,929.0,14.05152224824356,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,8,64,32,32,ws,961.0,14.446952595936796,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,100,8,64,32,32,ws,849.0,12.919896640826874,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,4,103,8,64,32,32,ws,861.0,13.104325699745548,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,5,124,8,64,32,32,ws,945.0,14.25287356321839,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,6,116,8,64,32,32,ws,913.0,13.842482100238664,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,7,112,8,64,32,32,ws,897.0,13.62530413625304,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,126,8,64,32,32,ws,953.0,14.350797266514808,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,8,64,32,32,ws,961.0,14.446952595936796,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,124,8,64,32,32,ws,945.0,14.25287356321839,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,126,8,64,32,32,ws,953.0,14.350797266514808,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,4,104,8,64,32,32,ws,865.0,13.164556962025316,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,5,112,8,64,32,32,ws,897.0,13.62530413625304,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,6,127,8,64,32,32,ws,957.0,14.399092970521542,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,8,64,32,32,ws,961.0,14.446952595936796,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,124,8,64,32,32,ws,945.0,14.25287356321839,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,127,8,64,32,32,ws,957.0,14.399092970521542,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,128,8,64,32,32,ws,961.0,14.446952595936796,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,4,108,8,64,32,32,ws,881.0,13.399503722084368,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,124,8,64,32,32,ws,945.0,14.25287356321839,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,127,8,64,32,32,ws,957.0,14.399092970521542,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,111,8,64,32,32,ws,893.0,13.569682151589245,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,122,8,64,32,32,ws,937.0,14.153132250580049,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,6,124,8,64,32,32,ws,945.0,14.25287356321839,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,116,8,64,32,32,ws,913.0,13.842482100238664,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,8,64,32,32,ws,961.0,14.446952595936796,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,123,8,64,32,32,ws,941.0,14.20323325635104,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,6,127,8,64,32,32,ws,957.0,14.399092970521542,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,120,8,64,32,32,ws,929.0,14.05152224824356,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,8,64,32,32,ws,961.0,14.446952595936796,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,124,8,64,32,32,ws,945.0,14.25287356321839,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,127,8,64,32,32,ws,957.0,14.399092970521542,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,6,127,8,64,32,32,ws,957.0,14.399092970521542,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,124,8,64,32,32,ws,945.0,14.25287356321839,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,120,8,64,32,32,ws,929.0,14.05152224824356,12,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,6,128,8,64,32,32,ws,961.0,14.446952595936796,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,126,16,64,32,32,ws,953.0,28.701594533029613,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,100,16,64,32,32,ws,849.0,25.839793281653748,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,126,16,64,32,32,ws,953.0,28.701594533029613,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,108,16,64,32,32,ws,881.0,26.799007444168733,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,116,16,64,32,32,ws,913.0,27.684964200477328,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,100,16,64,32,32,ws,849.0,25.839793281653748,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,106,16,64,32,32,ws,873.0,26.56641604010025,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,126,16,64,32,32,ws,953.0,28.701594533029613,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,104,16,64,32,32,ws,865.0,26.329113924050635,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,124,16,64,32,32,ws,945.0,28.50574712643678,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,126,16,64,32,32,ws,953.0,28.701594533029613,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,114,16,64,32,32,ws,905.0,27.46987951807229,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,122,16,64,32,32,ws,937.0,28.306264501160094,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,124,16,64,32,32,ws,945.0,28.50574712643678,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,112,16,64,32,32,ws,897.0,27.25060827250608,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,114,16,64,32,32,ws,905.0,27.46987951807229,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,124,16,64,32,32,ws,945.0,28.50574712643678,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,126,16,64,32,32,ws,953.0,28.701594533029613,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,120,16,64,32,32,ws,929.0,28.10304449648712,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,122,16,64,32,32,ws,937.0,28.306264501160094,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,120,16,64,32,32,ws,929.0,28.10304449648712,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,127,16,64,32,32,ws,957.0,28.798185941043084,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,124,16,64,32,32,ws,945.0,28.50574712643678,8,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,126,16,64,32,32,ws,953.0,28.701594533029613,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,126,16,64,32,32,ws,953.0,28.701594533029613,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,116,16,64,32,32,ws,913.0,27.684964200477328,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,127,16,64,32,32,ws,957.0,28.798185941043084,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,126,16,64,32,32,ws,953.0,28.701594533029613,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,126,16,64,32,32,ws,953.0,28.701594533029613,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,127,16,64,32,32,ws,957.0,28.798185941043084,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,110,16,64,32,32,ws,889.0,27.027027027027028,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,126,16,64,32,32,ws,953.0,28.701594533029613,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,124,16,64,32,32,ws,945.0,28.50574712643678,8,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,126,16,64,32,32,ws,953.0,28.701594533029613,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,118,16,64,32,32,ws,921.0,27.89598108747045,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,114,16,64,32,32,ws,905.0,27.46987951807229,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,112,16,64,32,32,ws,897.0,27.25060827250608,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,126,16,64,32,32,ws,953.0,28.701594533029613,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,116,16,64,32,32,ws,913.0,27.684964200477328,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,122,16,64,32,32,ws,937.0,28.306264501160094,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,82,16,64,32,32,ws,777.0,23.36182336182336,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,116,16,64,32,32,ws,913.0,27.684964200477328,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,60,16,64,32,32,ws,689.0,19.54397394136808,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,2,68,16,64,32,32,ws,721.0,21.05263157894737,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,118,16,64,32,32,ws,921.0,27.89598108747045,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,3,128,16,64,32,32,ws,961.0,28.89390519187359,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,0,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
cora_gcnii16,4,0,P3_COST_AWARE,1,128,32,64,32,32,ws,1223.0,57.78781038374718,13,52446.0,True,True,
